Date,Model,UseCase,TokenCostUSD,InfraCostUSD,LicenseCostUSD,MonitoringCostUSD,StorageCostUSD,BudgetUSD,TotalCostUSD
2025-03-17,GPT-4,Customer Support Bot,32.29,40.0,83.33,10.0,6.67,500.0,172.29
2025-03-17,GPT-4,Data Analysis Tool,13.51,40.0,83.33,10.0,6.67,300.0,153.51
2025-03-17,Gemini-Pro,Code Review Assistant,11.5,30.0,60.0,10.0,6.67,333.33,118.17
2025-03-17,Gemini-Pro,Content Generation,38.23,30.0,60.0,10.0,6.67,400.0,144.9
2025-03-17,Gemini-Pro,Customer Support Bot,17.73,30.0,60.0,10.0,6.67,500.0,124.4
2025-03-17,Gemini-Pro,Data Analysis Tool,7.09,30.0,60.0,10.0,6.67,300.0,113.76
2025-03-18,Claude-3.5,Code Review Assistant,13.64,33.33,66.67,10.0,6.67,333.33,130.31
2025-03-18,Claude-3.5,Content Generation,44.88,33.33,66.67,10.0,6.67,400.0,161.55
2025-03-18,Claude-3.5,Customer Support Bot,16.01,33.33,66.67,10.0,6.67,500.0,132.68
2025-03-18,Claude-3.5,Data Analysis Tool,6.53,33.33,66.67,10.0,6.67,300.0,123.2
2025-03-18,Custom Fine-tuned,Code Review Assistant,9.57,26.67,50.0,10.0,6.67,333.33,102.91
2025-03-18,Custom Fine-tuned,Content Generation,22.9,26.67,50.0,10.0,6.67,400.0,116.24
2025-03-18,Custom Fine-tuned,Customer Support Bot,10.66,26.67,50.0,10.0,6.67,500.0,104.0
2025-03-18,Custom Fine-tuned,Data Analysis Tool,7.81,26.67,50.0,10.0,6.67,300.0,101.15
2025-03-18,GPT-4,Code Review Assistant,20.29,40.0,83.33,10.0,6.67,333.33,160.29
2025-03-18,GPT-4,Content Generation,34.38,40.0,83.33,10.0,6.67,400.0,174.38
2025-03-18,GPT-4,Customer Support Bot,32.19,40.0,83.33,10.0,6.67,500.0,172.19
2025-03-18,GPT-4,Data Analysis Tool,19.47,40.0,83.33,10.0,6.67,300.0,159.47
2025-03-18,Gemini-Pro,Code Review Assistant,6.61,30.0,60.0,10.0,6.67,333.33,113.28
2025-03-18,Gemini-Pro,Content Generation,29.87,30.0,60.0,10.0,6.67,400.0,136.54
2025-03-18,Gemini-Pro,Customer Support Bot,22.02,30.0,60.0,10.0,6.67,500.0,128.69
2025-03-18,Gemini-Pro,Data Analysis Tool,6.64,30.0,60.0,10.0,6.67,300.0,113.31
2025-03-19,Claude-3.5,Code Review Assistant,13.66,33.33,66.67,10.0,6.67,333.33,130.33
2025-03-19,Claude-3.5,Content Generation,26.88,33.33,66.67,10.0,6.67,400.0,143.55
2025-03-19,Claude-3.5,Customer Support Bot,20.97,33.33,66.67,10.0,6.67,500.0,137.64
2025-03-19,Claude-3.5,Data Analysis Tool,6.24,33.33,66.67,10.0,6.67,300.0,122.91
2025-03-19,Custom Fine-tuned,Code Review Assistant,8.8,26.67,50.0,10.0,6.67,333.33,102.14
2025-03-19,Custom Fine-tuned,Content Generation,28.02,26.67,50.0,10.0,6.67,400.0,121.36
2025-03-19,Custom Fine-tuned,Customer Support Bot,11.61,26.67,50.0,10.0,6.67,500.0,104.95
2025-03-19,Custom Fine-tuned,Data Analysis Tool,6.12,26.67,50.0,10.0,6.67,300.0,99.46
2025-03-19,GPT-4,Code Review Assistant,19.93,40.0,83.33,10.0,6.67,333.33,159.93
2025-03-19,GPT-4,Content Generation,61.89,40.0,83.33,10.0,6.67,400.0,201.89
2025-03-19,GPT-4,Customer Support Bot,43.58,40.0,83.33,10.0,6.67,500.0,183.58
2025-03-19,GPT-4,Data Analysis Tool,15.46,40.0,83.33,10.0,6.67,300.0,155.46
2025-03-19,Gemini-Pro,Code Review Assistant,9.18,30.0,60.0,10.0,6.67,333.33,115.85
2025-03-19,Gemini-Pro,Content Generation,25.84,30.0,60.0,10.0,6.67,400.0,132.51
2025-03-19,Gemini-Pro,Customer Support Bot,15.52,30.0,60.0,10.0,6.67,500.0,122.19
2025-03-19,Gemini-Pro,Data Analysis Tool,6.77,30.0,60.0,10.0,6.67,300.0,113.44
2025-03-20,Claude-3.5,Code Review Assistant,14.77,33.33,66.67,10.0,6.67,333.33,131.44
2025-03-20,Claude-3.5,Content Generation,32.7,33.33,66.67,10.0,6.67,400.0,149.37
2025-03-20,Claude-3.5,Customer Support Bot,20.39,33.33,66.67,10.0,6.67,500.0,137.06
2025-03-20,Claude-3.5,Data Analysis Tool,9.14,33.33,66.67,10.0,6.67,300.0,125.81
2025-03-20,Custom Fine-tuned,Code Review Assistant,8.04,26.67,50.0,10.0,6.67,333.33,101.38
2025-03-20,Custom Fine-tuned,Content Generation,21.98,26.67,50.0,10.0,6.67,400.0,115.32
2025-03-20,Custom Fine-tuned,Customer Support Bot,16.18,26.67,50.0,10.0,6.67,500.0,109.52
2025-03-20,Custom Fine-tuned,Data Analysis Tool,6.78,26.67,50.0,10.0,6.67,300.0,100.12
2025-03-20,GPT-4,Code Review Assistant,13.4,40.0,83.33,10.0,6.67,333.33,153.4
2025-03-20,GPT-4,Content Generation,52.91,40.0,83.33,10.0,6.67,400.0,192.91
2025-03-20,GPT-4,Customer Support Bot,30.37,40.0,83.33,10.0,6.67,500.0,170.37
2025-03-20,GPT-4,Data Analysis Tool,15.18,40.0,83.33,10.0,6.67,300.0,155.18
2025-03-20,Gemini-Pro,Code Review Assistant,10.05,30.0,60.0,10.0,6.67,333.33,116.72
2025-03-20,Gemini-Pro,Content Generation,38.34,30.0,60.0,10.0,6.67,400.0,145.01
2025-03-20,Gemini-Pro,Customer Support Bot,17.85,30.0,60.0,10.0,6.67,500.0,124.52
2025-03-20,Gemini-Pro,Data Analysis Tool,9.67,30.0,60.0,10.0,6.67,300.0,116.34
2025-03-21,Claude-3.5,Code Review Assistant,14.54,33.33,66.67,10.0,6.67,333.33,131.21
2025-03-21,Claude-3.5,Content Generation,26.67,33.33,66.67,10.0,6.67,400.0,143.34
2025-03-21,Claude-3.5,Customer Support Bot,22.1,33.33,66.67,10.0,6.67,500.0,138.77
2025-03-21,Claude-3.5,Data Analysis Tool,9.7,33.33,66.67,10.0,6.67,300.0,126.37
2025-03-21,Custom Fine-tuned,Code Review Assistant,6.68,26.67,50.0,10.0,6.67,333.33,100.02
2025-03-21,Custom Fine-tuned,Content Generation,27.01,26.67,50.0,10.0,6.67,400.0,120.35
2025-03-21,Custom Fine-tuned,Customer Support Bot,12.69,26.67,50.0,10.0,6.67,500.0,106.03
2025-03-21,Custom Fine-tuned,Data Analysis Tool,6.54,26.67,50.0,10.0,6.67,300.0,99.88
2025-03-21,GPT-4,Code Review Assistant,21.53,40.0,83.33,10.0,6.67,333.33,161.53
2025-03-21,GPT-4,Content Generation,58.54,40.0,83.33,10.0,6.67,400.0,198.54
2025-03-21,GPT-4,Customer Support Bot,23.24,40.0,83.33,10.0,6.67,500.0,163.24
2025-03-21,GPT-4,Data Analysis Tool,12.61,40.0,83.33,10.0,6.67,300.0,152.61
2025-03-21,Gemini-Pro,Code Review Assistant,10.1,30.0,60.0,10.0,6.67,333.33,116.77
2025-03-21,Gemini-Pro,Content Generation,39.09,30.0,60.0,10.0,6.67,400.0,145.76
2025-03-21,Gemini-Pro,Customer Support Bot,20.09,30.0,60.0,10.0,6.67,500.0,126.76
2025-03-21,Gemini-Pro,Data Analysis Tool,7.3,30.0,60.0,10.0,6.67,300.0,113.97
2025-03-22,Claude-3.5,Code Review Assistant,11.72,33.33,66.67,10.0,6.67,333.33,128.39
2025-03-22,Claude-3.5,Content Generation,32.77,33.33,66.67,10.0,6.67,400.0,149.44
2025-03-22,Claude-3.5,Customer Support Bot,16.85,33.33,66.67,10.0,6.67,500.0,133.52
2025-03-22,Claude-3.5,Data Analysis Tool,6.35,33.33,66.67,10.0,6.67,300.0,123.02
2025-03-22,Custom Fine-tuned,Code Review Assistant,7.92,26.67,50.0,10.0,6.67,333.33,101.26
2025-03-22,Custom Fine-tuned,Content Generation,18.7,26.67,50.0,10.0,6.67,400.0,112.04
2025-03-22,Custom Fine-tuned,Customer Support Bot,9.5,26.67,50.0,10.0,6.67,500.0,102.84
2025-03-22,Custom Fine-tuned,Data Analysis Tool,5.84,26.67,50.0,10.0,6.67,300.0,99.18
2025-03-22,GPT-4,Code Review Assistant,16.11,40.0,83.33,10.0,6.67,333.33,156.11
2025-03-22,GPT-4,Content Generation,53.87,40.0,83.33,10.0,6.67,400.0,193.87
2025-03-22,GPT-4,Customer Support Bot,23.97,40.0,83.33,10.0,6.67,500.0,163.97
2025-03-22,GPT-4,Data Analysis Tool,13.54,40.0,83.33,10.0,6.67,300.0,153.54
2025-03-22,Gemini-Pro,Code Review Assistant,7.61,30.0,60.0,10.0,6.67,333.33,114.28
2025-03-22,Gemini-Pro,Content Generation,30.23,30.0,60.0,10.0,6.67,400.0,136.9
2025-03-22,Gemini-Pro,Customer Support Bot,13.41,30.0,60.0,10.0,6.67,500.0,120.08
2025-03-22,Gemini-Pro,Data Analysis Tool,6.71,30.0,60.0,10.0,6.67,300.0,113.38
2025-03-23,Claude-3.5,Code Review Assistant,8.94,33.33,66.67,10.0,6.67,333.33,125.61
2025-03-23,Claude-3.5,Content Generation,32.9,33.33,66.67,10.0,6.67,400.0,149.57
2025-03-23,Claude-3.5,Customer Support Bot,14.31,33.33,66.67,10.0,6.67,500.0,130.98
2025-03-23,Claude-3.5,Data Analysis Tool,6.4,33.33,66.67,10.0,6.67,300.0,123.07
2025-03-23,Custom Fine-tuned,Code Review Assistant,8.93,26.67,50.0,10.0,6.67,333.33,102.27
2025-03-23,Custom Fine-tuned,Content Generation,18.74,26.67,50.0,10.0,6.67,400.0,112.08
2025-03-23,Custom Fine-tuned,Customer Support Bot,11.89,26.67,50.0,10.0,6.67,500.0,105.23
2025-03-23,Custom Fine-tuned,Data Analysis Tool,3.82,26.67,50.0,10.0,6.67,300.0,97.16
2025-03-23,GPT-4,Code Review Assistant,16.26,40.0,83.33,10.0,6.67,333.33,156.26
2025-03-23,GPT-4,Content Generation,57.04,40.0,83.33,10.0,6.67,400.0,197.04
2025-03-23,GPT-4,Customer Support Bot,28.31,40.0,83.33,10.0,6.67,500.0,168.31
2025-03-23,GPT-4,Data Analysis Tool,15.56,40.0,83.33,10.0,6.67,300.0,155.56
2025-03-23,Gemini-Pro,Code Review Assistant,6.86,30.0,60.0,10.0,6.67,333.33,113.53
2025-03-23,Gemini-Pro,Content Generation,25.45,30.0,60.0,10.0,6.67,400.0,132.12
2025-03-23,Gemini-Pro,Customer Support Bot,9.02,30.0,60.0,10.0,6.67,500.0,115.69
2025-03-23,Gemini-Pro,Data Analysis Tool,5.69,30.0,60.0,10.0,6.67,300.0,112.36
2025-03-24,Claude-3.5,Code Review Assistant,10.05,33.33,66.67,10.0,6.67,333.33,126.72
2025-03-24,Claude-3.5,Content Generation,28.12,33.33,66.67,10.0,6.67,400.0,144.79
2025-03-24,Claude-3.5,Customer Support Bot,23.08,33.33,66.67,10.0,6.67,500.0,139.75
2025-03-24,Claude-3.5,Data Analysis Tool,7.14,33.33,66.67,10.0,6.67,300.0,123.81
2025-03-24,Custom Fine-tuned,Code Review Assistant,6.21,26.67,50.0,10.0,6.67,333.33,99.55
2025-03-24,Custom Fine-tuned,Content Generation,20.64,26.67,50.0,10.0,6.67,400.0,113.98
2025-03-24,Custom Fine-tuned,Customer Support Bot,13.16,26.67,50.0,10.0,6.67,500.0,106.5
2025-03-24,Custom Fine-tuned,Data Analysis Tool,7.13,26.67,50.0,10.0,6.67,300.0,100.47
2025-03-24,GPT-4,Code Review Assistant,14.3,40.0,83.33,10.0,6.67,333.33,154.3
2025-03-24,GPT-4,Content Generation,50.49,40.0,83.33,10.0,6.67,400.0,190.49
2025-03-24,GPT-4,Customer Support Bot,29.45,40.0,83.33,10.0,6.67,500.0,169.45
2025-03-24,GPT-4,Data Analysis Tool,8.41,40.0,83.33,10.0,6.67,300.0,148.41
2025-03-24,Gemini-Pro,Code Review Assistant,8.05,30.0,60.0,10.0,6.67,333.33,114.72
2025-03-24,Gemini-Pro,Content Generation,21.28,30.0,60.0,10.0,6.67,400.0,127.95
2025-03-24,Gemini-Pro,Customer Support Bot,17.99,30.0,60.0,10.0,6.67,500.0,124.66
2025-03-24,Gemini-Pro,Data Analysis Tool,8.44,30.0,60.0,10.0,6.67,300.0,115.11
2025-03-25,Claude-3.5,Code Review Assistant,11.47,33.33,66.67,10.0,6.67,333.33,128.14
2025-03-25,Claude-3.5,Content Generation,35.1,33.33,66.67,10.0,6.67,400.0,151.77
2025-03-25,Claude-3.5,Customer Support Bot,15.61,33.33,66.67,10.0,6.67,500.0,132.28
2025-03-25,Claude-3.5,Data Analysis Tool,9.53,33.33,66.67,10.0,6.67,300.0,126.2
2025-03-25,Custom Fine-tuned,Code Review Assistant,6.45,26.67,50.0,10.0,6.67,333.33,99.79
2025-03-25,Custom Fine-tuned,Content Generation,23.05,26.67,50.0,10.0,6.67,400.0,116.39
2025-03-25,Custom Fine-tuned,Customer Support Bot,11.29,26.67,50.0,10.0,6.67,500.0,104.63
2025-03-25,Custom Fine-tuned,Data Analysis Tool,5.91,26.67,50.0,10.0,6.67,300.0,99.25
2025-03-25,GPT-4,Code Review Assistant,10.36,40.0,83.33,10.0,6.67,333.33,150.36
2025-03-25,GPT-4,Content Generation,41.67,40.0,83.33,10.0,6.67,400.0,181.67
2025-03-25,GPT-4,Customer Support Bot,29.31,40.0,83.33,10.0,6.67,500.0,169.31
2025-03-25,GPT-4,Data Analysis Tool,16.29,40.0,83.33,10.0,6.67,300.0,156.29
2025-03-25,Gemini-Pro,Code Review Assistant,5.84,30.0,60.0,10.0,6.67,333.33,112.51
2025-03-25,Gemini-Pro,Content Generation,28.46,30.0,60.0,10.0,6.67,400.0,135.13
2025-03-25,Gemini-Pro,Customer Support Bot,18.63,30.0,60.0,10.0,6.67,500.0,125.3
2025-03-25,Gemini-Pro,Data Analysis Tool,7.28,30.0,60.0,10.0,6.67,300.0,113.95
2025-03-26,Claude-3.5,Code Review Assistant,11.83,33.33,66.67,10.0,6.67,333.33,128.5
2025-03-26,Claude-3.5,Content Generation,30.0,33.33,66.67,10.0,6.67,400.0,146.67
2025-03-26,Claude-3.5,Customer Support Bot,16.41,33.33,66.67,10.0,6.67,500.0,133.08
2025-03-26,Claude-3.5,Data Analysis Tool,10.33,33.33,66.67,10.0,6.67,300.0,127.0
2025-03-26,Custom Fine-tuned,Code Review Assistant,8.49,26.67,50.0,10.0,6.67,333.33,101.83
2025-03-26,Custom Fine-tuned,Content Generation,29.62,26.67,50.0,10.0,6.67,400.0,122.96
2025-03-26,Custom Fine-tuned,Customer Support Bot,12.43,26.67,50.0,10.0,6.67,500.0,105.77
2025-03-26,Custom Fine-tuned,Data Analysis Tool,4.84,26.67,50.0,10.0,6.67,300.0,98.18
2025-03-26,GPT-4,Code Review Assistant,12.63,40.0,83.33,10.0,6.67,333.33,152.63
2025-03-26,GPT-4,Content Generation,70.77,40.0,83.33,10.0,6.67,400.0,210.77
2025-03-26,GPT-4,Customer Support Bot,31.68,40.0,83.33,10.0,6.67,500.0,171.68
2025-03-26,GPT-4,Data Analysis Tool,12.71,40.0,83.33,10.0,6.67,300.0,152.71
2025-03-26,Gemini-Pro,Code Review Assistant,6.3,30.0,60.0,10.0,6.67,333.33,112.97
2025-03-26,Gemini-Pro,Content Generation,28.9,30.0,60.0,10.0,6.67,400.0,135.57
2025-03-26,Gemini-Pro,Customer Support Bot,17.49,30.0,60.0,10.0,6.67,500.0,124.16
2025-03-26,Gemini-Pro,Data Analysis Tool,9.41,30.0,60.0,10.0,6.67,300.0,116.08
2025-03-27,Claude-3.5,Code Review Assistant,11.56,33.33,66.67,10.0,6.67,333.33,128.23
2025-03-27,Claude-3.5,Content Generation,36.68,33.33,66.67,10.0,6.67,400.0,153.35
2025-03-27,Claude-3.5,Customer Support Bot,11.91,33.33,66.67,10.0,6.67,500.0,128.58
2025-03-27,Claude-3.5,Data Analysis Tool,9.22,33.33,66.67,10.0,6.67,300.0,125.89
2025-03-27,Custom Fine-tuned,Code Review Assistant,7.82,26.67,50.0,10.0,6.67,333.33,101.16
2025-03-27,Custom Fine-tuned,Content Generation,33.77,26.67,50.0,10.0,6.67,400.0,127.11
2025-03-27,Custom Fine-tuned,Customer Support Bot,11.95,26.67,50.0,10.0,6.67,500.0,105.29
2025-03-27,Custom Fine-tuned,Data Analysis Tool,5.73,26.67,50.0,10.0,6.67,300.0,99.07
2025-03-27,GPT-4,Code Review Assistant,16.12,40.0,83.33,10.0,6.67,333.33,156.12
2025-03-27,GPT-4,Content Generation,50.13,40.0,83.33,10.0,6.67,400.0,190.13
2025-03-27,GPT-4,Customer Support Bot,30.83,40.0,83.33,10.0,6.67,500.0,170.83
2025-03-27,GPT-4,Data Analysis Tool,13.99,40.0,83.33,10.0,6.67,300.0,153.99
2025-03-27,Gemini-Pro,Code Review Assistant,9.59,30.0,60.0,10.0,6.67,333.33,116.26
2025-03-27,Gemini-Pro,Content Generation,33.16,30.0,60.0,10.0,6.67,400.0,139.83
2025-03-27,Gemini-Pro,Customer Support Bot,21.05,30.0,60.0,10.0,6.67,500.0,127.72
2025-03-27,Gemini-Pro,Data Analysis Tool,7.16,30.0,60.0,10.0,6.67,300.0,113.83
2025-03-28,Claude-3.5,Code Review Assistant,10.79,33.33,66.67,10.0,6.67,333.33,127.46
2025-03-28,Claude-3.5,Content Generation,37.28,33.33,66.67,10.0,6.67,400.0,153.95
2025-03-28,Claude-3.5,Customer Support Bot,15.81,33.33,66.67,10.0,6.67,500.0,132.48
2025-03-28,Claude-3.5,Data Analysis Tool,11.56,33.33,66.67,10.0,6.67,300.0,128.23
2025-03-28,Custom Fine-tuned,Code Review Assistant,7.98,26.67,50.0,10.0,6.67,333.33,101.32
2025-03-28,Custom Fine-tuned,Content Generation,15.53,26.67,50.0,10.0,6.67,400.0,108.87
2025-03-28,Custom Fine-tuned,Customer Support Bot,12.17,26.67,50.0,10.0,6.67,500.0,105.51
2025-03-28,Custom Fine-tuned,Data Analysis Tool,5.09,26.67,50.0,10.0,6.67,300.0,98.43
2025-03-28,GPT-4,Code Review Assistant,14.87,40.0,83.33,10.0,6.67,333.33,154.87
2025-03-28,GPT-4,Content Generation,49.09,40.0,83.33,10.0,6.67,400.0,189.09
2025-03-28,GPT-4,Customer Support Bot,32.41,40.0,83.33,10.0,6.67,500.0,172.41
2025-03-28,GPT-4,Data Analysis Tool,12.5,40.0,83.33,10.0,6.67,300.0,152.5
2025-03-28,Gemini-Pro,Code Review Assistant,10.01,30.0,60.0,10.0,6.67,333.33,116.68
2025-03-28,Gemini-Pro,Content Generation,29.42,30.0,60.0,10.0,6.67,400.0,136.09
2025-03-28,Gemini-Pro,Customer Support Bot,13.2,30.0,60.0,10.0,6.67,500.0,119.87
2025-03-28,Gemini-Pro,Data Analysis Tool,10.5,30.0,60.0,10.0,6.67,300.0,117.17
2025-03-29,Claude-3.5,Code Review Assistant,10.53,33.33,66.67,10.0,6.67,333.33,127.2
2025-03-29,Claude-3.5,Content Generation,30.14,33.33,66.67,10.0,6.67,400.0,146.81
2025-03-29,Claude-3.5,Customer Support Bot,17.45,33.33,66.67,10.0,6.67,500.0,134.12
2025-03-29,Claude-3.5,Data Analysis Tool,6.57,33.33,66.67,10.0,6.67,300.0,123.24
2025-03-29,Custom Fine-tuned,Code Review Assistant,7.14,26.67,50.0,10.0,6.67,333.33,100.48
2025-03-29,Custom Fine-tuned,Content Generation,24.62,26.67,50.0,10.0,6.67,400.0,117.96
2025-03-29,Custom Fine-tuned,Customer Support Bot,10.14,26.67,50.0,10.0,6.67,500.0,103.48
2025-03-29,Custom Fine-tuned,Data Analysis Tool,5.07,26.67,50.0,10.0,6.67,300.0,98.41
2025-03-29,GPT-4,Code Review Assistant,17.16,40.0,83.33,10.0,6.67,333.33,157.16
2025-03-29,GPT-4,Content Generation,65.29,40.0,83.33,10.0,6.67,400.0,205.29
2025-03-29,GPT-4,Customer Support Bot,21.48,40.0,83.33,10.0,6.67,500.0,161.48
2025-03-29,GPT-4,Data Analysis Tool,10.84,40.0,83.33,10.0,6.67,300.0,150.84
2025-03-29,Gemini-Pro,Code Review Assistant,9.74,30.0,60.0,10.0,6.67,333.33,116.41
2025-03-29,Gemini-Pro,Content Generation,24.42,30.0,60.0,10.0,6.67,400.0,131.09
2025-03-29,Gemini-Pro,Customer Support Bot,15.93,30.0,60.0,10.0,6.67,500.0,122.6
2025-03-29,Gemini-Pro,Data Analysis Tool,6.3,30.0,60.0,10.0,6.67,300.0,112.97
2025-03-30,Claude-3.5,Code Review Assistant,9.05,33.33,66.67,10.0,6.67,333.33,125.72
2025-03-30,Claude-3.5,Content Generation,29.84,33.33,66.67,10.0,6.67,400.0,146.51
2025-03-30,Claude-3.5,Customer Support Bot,10.64,33.33,66.67,10.0,6.67,500.0,127.31
2025-03-30,Claude-3.5,Data Analysis Tool,10.08,33.33,66.67,10.0,6.67,300.0,126.75
2025-03-30,Custom Fine-tuned,Code Review Assistant,5.51,26.67,50.0,10.0,6.67,333.33,98.85
2025-03-30,Custom Fine-tuned,Content Generation,18.21,26.67,50.0,10.0,6.67,400.0,111.55
2025-03-30,Custom Fine-tuned,Customer Support Bot,10.99,26.67,50.0,10.0,6.67,500.0,104.33
2025-03-30,Custom Fine-tuned,Data Analysis Tool,4.9,26.67,50.0,10.0,6.67,300.0,98.24
2025-03-30,GPT-4,Code Review Assistant,13.37,40.0,83.33,10.0,6.67,333.33,153.37
2025-03-30,GPT-4,Content Generation,39.76,40.0,83.33,10.0,6.67,400.0,179.76
2025-03-30,GPT-4,Customer Support Bot,27.22,40.0,83.33,10.0,6.67,500.0,167.22
2025-03-30,GPT-4,Data Analysis Tool,11.23,40.0,83.33,10.0,6.67,300.0,151.23
2025-03-30,Gemini-Pro,Code Review Assistant,8.46,30.0,60.0,10.0,6.67,333.33,115.13
2025-03-30,Gemini-Pro,Content Generation,27.58,30.0,60.0,10.0,6.67,400.0,134.25
2025-03-30,Gemini-Pro,Customer Support Bot,7.67,30.0,60.0,10.0,6.67,500.0,114.34
2025-03-30,Gemini-Pro,Data Analysis Tool,4.56,30.0,60.0,10.0,6.67,300.0,111.23
2025-03-31,Claude-3.5,Code Review Assistant,13.36,33.33,66.67,10.0,6.67,333.33,130.03
2025-03-31,Claude-3.5,Content Generation,26.42,33.33,66.67,10.0,6.67,400.0,143.09
2025-03-31,Claude-3.5,Customer Support Bot,14.66,33.33,66.67,10.0,6.67,500.0,131.33
2025-03-31,Claude-3.5,Data Analysis Tool,12.09,33.33,66.67,10.0,6.67,300.0,128.76
2025-03-31,Custom Fine-tuned,Code Review Assistant,8.99,26.67,50.0,10.0,6.67,333.33,102.33
2025-03-31,Custom Fine-tuned,Content Generation,25.48,26.67,50.0,10.0,6.67,400.0,118.82
2025-03-31,Custom Fine-tuned,Customer Support Bot,13.35,26.67,50.0,10.0,6.67,500.0,106.69
2025-03-31,Custom Fine-tuned,Data Analysis Tool,6.47,26.67,50.0,10.0,6.67,300.0,99.81
2025-03-31,GPT-4,Code Review Assistant,13.75,40.0,83.33,10.0,6.67,333.33,153.75
2025-03-31,GPT-4,Content Generation,46.43,40.0,83.33,10.0,6.67,400.0,186.43
2025-03-31,GPT-4,Customer Support Bot,30.87,40.0,83.33,10.0,6.67,500.0,170.87
2025-03-31,GPT-4,Data Analysis Tool,14.73,40.0,83.33,10.0,6.67,300.0,154.73
2025-03-31,Gemini-Pro,Code Review Assistant,11.19,30.0,60.0,10.0,6.67,333.33,117.86
2025-03-31,Gemini-Pro,Content Generation,24.5,30.0,60.0,10.0,6.67,400.0,131.17
2025-03-31,Gemini-Pro,Customer Support Bot,22.73,30.0,60.0,10.0,6.67,500.0,129.4
2025-03-31,Gemini-Pro,Data Analysis Tool,8.09,30.0,60.0,10.0,6.67,300.0,114.76
2025-04-01,Claude-3.5,Code Review Assistant,10.71,33.33,66.67,10.0,6.67,333.33,127.38
2025-04-01,Claude-3.5,Content Generation,34.95,33.33,66.67,10.0,6.67,400.0,151.62
2025-04-01,Claude-3.5,Customer Support Bot,18.33,33.33,66.67,10.0,6.67,500.0,135.0
2025-04-01,Claude-3.5,Data Analysis Tool,7.92,33.33,66.67,10.0,6.67,300.0,124.59
2025-04-01,Custom Fine-tuned,Code Review Assistant,10.0,26.67,50.0,10.0,6.67,333.33,103.34
2025-04-01,Custom Fine-tuned,Content Generation,18.84,26.67,50.0,10.0,6.67,400.0,112.18
2025-04-01,Custom Fine-tuned,Customer Support Bot,12.05,26.67,50.0,10.0,6.67,500.0,105.39
2025-04-01,Custom Fine-tuned,Data Analysis Tool,5.98,26.67,50.0,10.0,6.67,300.0,99.32
2025-04-01,GPT-4,Code Review Assistant,17.83,40.0,83.33,10.0,6.67,333.33,157.83
2025-04-01,GPT-4,Content Generation,64.8,40.0,83.33,10.0,6.67,400.0,204.8
2025-04-01,GPT-4,Customer Support Bot,36.04,40.0,83.33,10.0,6.67,500.0,176.04
2025-04-01,GPT-4,Data Analysis Tool,8.19,40.0,83.33,10.0,6.67,300.0,148.19
2025-04-01,Gemini-Pro,Code Review Assistant,8.97,30.0,60.0,10.0,6.67,333.33,115.64
2025-04-01,Gemini-Pro,Content Generation,24.01,30.0,60.0,10.0,6.67,400.0,130.68
2025-04-01,Gemini-Pro,Customer Support Bot,11.26,30.0,60.0,10.0,6.67,500.0,117.93
2025-04-01,Gemini-Pro,Data Analysis Tool,11.13,30.0,60.0,10.0,6.67,300.0,117.8
2025-04-02,Claude-3.5,Code Review Assistant,9.23,33.33,66.67,10.0,6.67,333.33,125.9
2025-04-02,Claude-3.5,Content Generation,40.93,33.33,66.67,10.0,6.67,400.0,157.6
2025-04-02,Claude-3.5,Customer Support Bot,19.56,33.33,66.67,10.0,6.67,500.0,136.23
2025-04-02,Claude-3.5,Data Analysis Tool,11.22,33.33,66.67,10.0,6.67,300.0,127.89
2025-04-02,Custom Fine-tuned,Code Review Assistant,6.55,26.67,50.0,10.0,6.67,333.33,99.89
2025-04-02,Custom Fine-tuned,Content Generation,19.96,26.67,50.0,10.0,6.67,400.0,113.3
2025-04-02,Custom Fine-tuned,Customer Support Bot,8.51,26.67,50.0,10.0,6.67,500.0,101.85
2025-04-02,Custom Fine-tuned,Data Analysis Tool,8.09,26.67,50.0,10.0,6.67,300.0,101.43
2025-04-02,GPT-4,Code Review Assistant,23.77,40.0,83.33,10.0,6.67,333.33,163.77
2025-04-02,GPT-4,Content Generation,51.87,40.0,83.33,10.0,6.67,400.0,191.87
2025-04-02,GPT-4,Customer Support Bot,30.25,40.0,83.33,10.0,6.67,500.0,170.25
2025-04-02,GPT-4,Data Analysis Tool,16.2,40.0,83.33,10.0,6.67,300.0,156.2
2025-04-02,Gemini-Pro,Code Review Assistant,12.49,30.0,60.0,10.0,6.67,333.33,119.16
2025-04-02,Gemini-Pro,Content Generation,24.58,30.0,60.0,10.0,6.67,400.0,131.25
2025-04-02,Gemini-Pro,Customer Support Bot,16.76,30.0,60.0,10.0,6.67,500.0,123.43
2025-04-02,Gemini-Pro,Data Analysis Tool,10.96,30.0,60.0,10.0,6.67,300.0,117.63
2025-04-03,Claude-3.5,Code Review Assistant,6.79,33.33,66.67,10.0,6.67,333.33,123.46
2025-04-03,Claude-3.5,Content Generation,37.81,33.33,66.67,10.0,6.67,400.0,154.48
2025-04-03,Claude-3.5,Customer Support Bot,19.49,33.33,66.67,10.0,6.67,500.0,136.16
2025-04-03,Claude-3.5,Data Analysis Tool,13.47,33.33,66.67,10.0,6.67,300.0,130.14
2025-04-03,Custom Fine-tuned,Code Review Assistant,4.85,26.67,50.0,10.0,6.67,333.33,98.19
