Date,Model,UseCase,Requests,PromptTokens,CompletionTokens,Accuracy,F1Score,HallucinationRate,LatencyP95ms,Failures
2025-03-17,Claude-3.5,Data Analysis Tool,753,280869,277104,0.9064,0.888,0.0332,1590,3
2025-03-17,Gemini-Pro,Customer Support Bot,3162,670344,724098,0.8749,0.8568,0.0394,1250,3
2025-03-17,Gemini-Pro,Content Generation,2010,1346700,1599960,0.8774,0.8462,0.0406,1482,6
2025-03-17,Gemini-Pro,Code Review Assistant,1157,512551,439660,0.8802,0.8659,0.0438,1488,5
2025-03-17,Gemini-Pro,Data Analysis Tool,818,301842,276484,0.8653,0.8429,0.0415,1407,4
2025-03-17,Custom Fine-tuned,Customer Support Bot,2908,886940,392580,0.9017,0.8651,0.0244,953,13
2025-03-17,Custom Fine-tuned,Content Generation,1533,950460,916734,0.9038,0.8783,0.023,1152,10
2025-03-17,Custom Fine-tuned,Code Review Assistant,906,375084,347904,0.9214,0.914,0.0325,1047,3
2025-03-17,Custom Fine-tuned,Data Analysis Tool,747,239040,401886,0.9092,0.8683,0.0232,1222,2
2025-03-18,GPT-4,Customer Support Bot,2937,751872,822360,0.9201,0.8863,0.0286,1746,13
2025-03-18,GPT-4,Content Generation,1401,1033938,801372,0.9173,0.8927,0.0275,1888,3
2025-03-18,GPT-4,Code Review Assistant,1442,458556,523446,0.9134,0.8885,0.0319,1802,5
2025-03-18,GPT-4,Data Analysis Tool,1062,309042,545868,0.9071,0.8835,0.0251,1870,7
2025-03-18,Claude-3.5,Customer Support Bot,3220,801780,479780,0.906,0.8834,0.0393,1432,13
2025-03-18,Claude-3.5,Content Generation,1635,971190,1855725,0.8975,0.8793,0.0333,1402,10
2025-03-18,Claude-3.5,Code Review Assistant,1065,510135,478185,0.894,0.8661,0.0258,1651,4
2025-03-18,Claude-3.5,Data Analysis Tool,686,233240,233240,0.9073,0.8804,0.0349,1356,3
2025-03-18,Gemini-Pro,Customer Support Bot,3183,862593,888057,0.8644,0.8577,0.0488,1415,11
2025-03-18,Gemini-Pro,Content Generation,1589,1083698,1237831,0.8951,0.8715,0.0328,1398,4
2025-03-18,Gemini-Pro,Code Review Assistant,1175,439450,196225,0.882,0.8727,0.0425,1460,8
2025-03-18,Gemini-Pro,Data Analysis Tool,865,305345,249985,0.8832,0.8681,0.0378,1387,4
2025-03-18,Custom Fine-tuned,Customer Support Bot,2773,696023,432588,0.8991,0.8745,0.0284,1027,16
2025-03-18,Custom Fine-tuned,Content Generation,1265,681835,1253615,0.9002,0.8827,0.0227,1269,7
2025-03-18,Custom Fine-tuned,Code Review Assistant,959,465115,451689,0.9198,0.8946,0.025,1078,3
2025-03-18,Custom Fine-tuned,Data Analysis Tool,797,289311,404876,0.895,0.8725,0.0304,1050,3
2025-03-19,GPT-4,Customer Support Bot,4198,1536468,940352,0.9182,0.8802,0.0323,1933,18
2025-03-19,GPT-4,Content Generation,1841,1185604,1667946,0.9242,0.9152,0.0337,1707,7
2025-03-19,GPT-4,Code Review Assistant,1252,558392,478264,0.9367,0.9206,0.0292,1900,4
2025-03-19,GPT-4,Data Analysis Tool,962,325156,406926,0.9193,0.8935,0.022,1746,6
2025-03-19,Claude-3.5,Customer Support Bot,3491,876241,698200,0.8934,0.8787,0.0386,1563,20
2025-03-19,Claude-3.5,Content Generation,1341,936018,969543,0.8914,0.8652,0.0386,1441,8
2025-03-19,Claude-3.5,Code Review Assistant,1217,387006,528178,0.9026,0.8785,0.0331,1521,2
2025-03-19,Claude-3.5,Data Analysis Tool,766,183074,238992,0.9111,0.9082,0.0316,1730,3
2025-03-19,Gemini-Pro,Customer Support Bot,2798,828208,540014,0.8745,0.84,0.0413,1475,18
2025-03-19,Gemini-Pro,Content Generation,1561,749280,1144213,0.8826,0.8631,0.0355,1256,8
2025-03-19,Gemini-Pro,Code Review Assistant,1083,383382,360639,0.8708,0.8601,0.045,1555,2
2025-03-19,Gemini-Pro,Data Analysis Tool,688,185760,304096,0.8655,0.8448,0.0361,1249,3
2025-03-19,Custom Fine-tuned,Customer Support Bot,2760,706560,491280,0.9073,0.879,0.0332,1401,8
2025-03-19,Custom Fine-tuned,Content Generation,1654,820384,1539874,0.9254,0.9027,0.0189,1062,10
2025-03-19,Custom Fine-tuned,Code Review Assistant,1076,451920,405652,0.8967,0.8772,0.0303,1375,5
2025-03-19,Custom Fine-tuned,Data Analysis Tool,647,208981,324147,0.9094,0.8996,0.0304,1149,3
2025-03-20,GPT-4,Customer Support Bot,3491,848313,729619,0.9163,0.9124,0.029,1923,15
2025-03-20,GPT-4,Content Generation,2114,1530536,1253602,0.9269,0.9092,0.0269,1839,11
2025-03-20,GPT-4,Code Review Assistant,1105,395590,314925,0.9117,0.8768,0.0294,1692,6
2025-03-20,GPT-4,Data Analysis Tool,847,262570,418418,0.9247,0.9171,0.0299,1911,4
2025-03-20,Claude-3.5,Customer Support Bot,3613,1022479,610597,0.9004,0.8567,0.0384,1468,23
2025-03-20,Claude-3.5,Content Generation,1575,748125,1335600,0.9072,0.8803,0.0337,1717,4
2025-03-20,Claude-3.5,Code Review Assistant,1070,538210,523230,0.8923,0.8728,0.0324,1628,4
2025-03-20,Claude-3.5,Data Analysis Tool,857,182541,383936,0.8931,0.865,0.0327,1716,2
2025-03-20,Gemini-Pro,Customer Support Bot,3062,731818,707322,0.8834,0.8695,0.0432,1545,13
2025-03-20,Gemini-Pro,Content Generation,1444,758100,1835324,0.8924,0.867,0.0334,1201,8
2025-03-20,Gemini-Pro,Code Review Assistant,1139,437376,388399,0.8833,0.8718,0.0408,1067,5
2025-03-20,Gemini-Pro,Data Analysis Tool,824,357616,397992,0.8769,0.8508,0.0451,1472,4
2025-03-20,Custom Fine-tuned,Customer Support Bot,3586,742302,781748,0.9007,0.8837,0.0278,1062,15
2025-03-20,Custom Fine-tuned,Content Generation,1679,1145078,1007400,0.9105,0.8936,0.0212,1011,7
2025-03-20,Custom Fine-tuned,Code Review Assistant,1267,538475,320551,0.9044,0.9032,0.03,1513,3
2025-03-20,Custom Fine-tuned,Data Analysis Tool,908,287836,336868,0.9153,0.8861,0.0115,1200,4
2025-03-21,GPT-4,Customer Support Bot,3145,795685,509490,0.9226,0.896,0.0251,1738,11
2025-03-21,GPT-4,Content Generation,1954,1129412,1574924,0.9055,0.8966,0.0284,1792,17
2025-03-21,GPT-4,Code Review Assistant,1375,631125,507375,0.9376,0.9054,0.0311,1858,6
2025-03-21,GPT-4,Data Analysis Tool,998,270458,330338,0.918,0.9025,0.0256,1790,6
2025-03-21,Claude-3.5,Customer Support Bot,3310,834120,771230,0.8775,0.8625,0.0324,1531,22
2025-03-21,Claude-3.5,Content Generation,1389,909795,969522,0.8881,0.8902,0.0321,1472,5
2025-03-21,Claude-3.5,Code Review Assistant,1242,591192,490590,0.8886,0.8619,0.0342,1499,7
2025-03-21,Claude-3.5,Data Analysis Tool,792,239976,388872,0.9146,0.8805,0.0382,1618,4
2025-03-21,Gemini-Pro,Customer Support Bot,3279,711543,839424,0.887,0.8623,0.038,1328,17
2025-03-21,Gemini-Pro,Content Generation,1651,1036828,1768221,0.8907,0.8667,0.0411,1541,5
2025-03-21,Gemini-Pro,Code Review Assistant,1275,492150,369750,0.8735,0.8675,0.0351,1282,5
2025-03-21,Gemini-Pro,Data Analysis Tool,811,275740,298448,0.8952,0.8666,0.0427,1554,3
2025-03-21,Custom Fine-tuned,Customer Support Bot,2650,749950,545900,0.9155,0.905,0.0188,1065,15
2025-03-21,Custom Fine-tuned,Content Generation,1600,761600,1496000,0.8977,0.8719,0.0278,1293,6
2025-03-21,Custom Fine-tuned,Code Review Assistant,1046,383882,291834,0.8904,0.873,0.0269,965,5
2025-03-21,Custom Fine-tuned,Data Analysis Tool,816,233376,342720,0.9173,0.9127,0.0263,1247,4
2025-03-22,GPT-4,Customer Support Bot,3200,870400,508800,0.9176,0.8832,0.0295,1779,17
2025-03-22,GPT-4,Content Generation,1695,815295,1523805,0.9333,0.9031,0.0313,1963,13
2025-03-22,GPT-4,Code Review Assistant,1045,482790,376200,0.9202,0.8849,0.0278,2034,3
2025-03-22,GPT-4,Data Analysis Tool,803,190311,387849,0.899,0.8778,0.0331,1932,3
2025-03-22,Claude-3.5,Customer Support Bot,3378,780318,530346,0.9148,0.8814,0.0445,1500,22
2025-03-22,Claude-3.5,Content Generation,1345,747820,1339620,0.9169,0.9022,0.0375,1368,10
2025-03-22,Claude-3.5,Code Review Assistant,936,393120,428688,0.9085,0.883,0.0369,1569,4
2025-03-22,Claude-3.5,Data Analysis Tool,542,155012,255282,0.8885,0.8528,0.0372,1469,4
2025-03-22,Gemini-Pro,Customer Support Bot,2552,622688,502744,0.8755,0.8493,0.0415,1286,8
2025-03-22,Gemini-Pro,Content Generation,1463,771001,1379609,0.8737,0.8491,0.0418,1523,7
2025-03-22,Gemini-Pro,Code Review Assistant,870,337560,291450,0.8725,0.8554,0.0397,1167,3
2025-03-22,Gemini-Pro,Data Analysis Tool,670,193630,297480,0.8848,0.8752,0.0447,1302,2
2025-03-22,Custom Fine-tuned,Customer Support Bot,2405,567580,406445,0.897,0.8826,0.0228,1227,14
2025-03-22,Custom Fine-tuned,Content Generation,1246,642936,989324,0.9015,0.8785,0.0278,932,5
2025-03-22,Custom Fine-tuned,Code Review Assistant,882,494802,329868,0.9,0.8883,0.0245,933,4
2025-03-22,Custom Fine-tuned,Data Analysis Tool,709,194975,311251,0.9036,0.8755,0.0336,1151,5
2025-03-23,GPT-4,Customer Support Bot,3118,820034,670370,0.9007,0.8948,0.0286,1926,15
2025-03-23,GPT-4,Content Generation,1521,1145313,1519479,0.9194,0.9086,0.0344,1745,3
2025-03-23,GPT-4,Code Review Assistant,1179,451557,391428,0.917,0.8986,0.0392,2043,9
2025-03-23,GPT-4,Data Analysis Tool,787,181797,458034,0.9083,0.8967,0.0309,1635,3
2025-03-23,Claude-3.5,Customer Support Bot,2654,607766,472412,0.9083,0.8935,0.0293,1533,18
2025-03-23,Claude-3.5,Content Generation,1349,781071,1332812,0.9019,0.8751,0.0323,1572,4
2025-03-23,Claude-3.5,Code Review Assistant,1008,384048,293328,0.8911,0.8665,0.0379,1684,4
2025-03-23,Claude-3.5,Data Analysis Tool,575,156975,257025,0.8909,0.8728,0.0305,1399,3
2025-03-23,Gemini-Pro,Customer Support Bot,2078,353260,363650,0.8846,0.8507,0.0266,1325,8
2025-03-23,Gemini-Pro,Content Generation,1323,838782,1087506,0.8587,0.7994,0.0447,1432,7
2025-03-23,Gemini-Pro,Code Review Assistant,726,365178,238854,0.8829,0.8596,0.0401,1336,3
2025-03-23,Gemini-Pro,Data Analysis Tool,584,194472,240608,0.8687,0.8451,0.0384,1588,2
2025-03-23,Custom Fine-tuned,Customer Support Bot,2343,651354,531861,0.9285,0.8955,0.0236,1300,12
2025-03-23,Custom Fine-tuned,Content Generation,1207,805069,926976,0.9094,0.8872,0.0253,1237,5
2025-03-23,Custom Fine-tuned,Code Review Assistant,1003,460377,411230,0.9054,0.8707,0.0204,1343,6
2025-03-23,Custom Fine-tuned,Data Analysis Tool,610,176290,184220,0.9061,0.888,0.0299,1130,3
2025-03-24,GPT-4,Customer Support Bot,3613,744278,733439,0.8901,0.8623,0.0293,1555,24
2025-03-24,GPT-4,Content Generation,1884,1386624,1220832,0.9375,0.9285,0.0339,1764,12
2025-03-24,GPT-4,Code Review Assistant,1101,399663,343512,0.9094,0.8951,0.0359,1761,6
2025-03-24,GPT-4,Data Analysis Tool,736,229632,203872,0.9193,0.8983,0.0228,2098,4
2025-03-24,Claude-3.5,Customer Support Bot,3745,816410,827645,0.902,0.8791,0.0363,1690,22
2025-03-24,Claude-3.5,Content Generation,1427,732051,1113060,0.9009,0.8749,0.0293,1861,10
2025-03-24,Claude-3.5,Code Review Assistant,1148,444276,324884,0.9008,0.8823,0.0363,1313,6
2025-03-24,Claude-3.5,Data Analysis Tool,691,180351,284692,0.9189,0.9143,0.0374,1299,3
2025-03-24,Gemini-Pro,Customer Support Bot,3491,809912,684236,0.8933,0.8629,0.0337,1190,14
2025-03-24,Gemini-Pro,Content Generation,1373,473685,998171,0.8855,0.854,0.0463,1330,6
2025-03-24,Gemini-Pro,Code Review Assistant,878,330128,318714,0.8845,0.8711,0.0378,1405,1
2025-03-24,Gemini-Pro,Data Analysis Tool,846,215730,384930,0.8845,0.8665,0.0386,1425,3
2025-03-24,Custom Fine-tuned,Customer Support Bot,3156,804780,555456,0.9122,0.8956,0.0283,892,21
2025-03-24,Custom Fine-tuned,Content Generation,1595,1127665,925100,0.9029,0.8915,0.0235,1082,12
2025-03-24,Custom Fine-tuned,Code Review Assistant,963,396756,255195,0.906,0.8913,0.0265,1150,4
2025-03-24,Custom Fine-tuned,Data Analysis Tool,649,203786,393943,0.9102,0.8732,0.0259,1303,2
2025-03-25,GPT-4,Customer Support Bot,3570,1110270,606900,0.9382,0.9207,0.0331,1882,19
2025-03-25,GPT-4,Content Generation,2016,1233792,977760,0.9088,0.8766,0.0289,1846,9
2025-03-25,GPT-4,Code Review Assistant,965,393720,214230,0.9276,0.8948,0.029,1862,3
2025-03-25,GPT-4,Data Analysis Tool,993,323718,434934,0.9258,0.8951,0.0259,1928,7
2025-03-25,Claude-3.5,Customer Support Bot,3082,810566,456136,0.9057,0.8886,0.0371,1219,10
2025-03-25,Claude-3.5,Content Generation,1658,814078,1429196,0.9025,0.866,0.034,1386,10
2025-03-25,Claude-3.5,Code Review Assistant,1084,393492,416256,0.8964,0.8632,0.0344,1610,2
2025-03-25,Claude-3.5,Data Analysis Tool,861,241941,379701,0.8996,0.8752,0.0264,1724,4
2025-03-25,Gemini-Pro,Customer Support Bot,3449,727739,751882,0.8773,0.8634,0.0447,1080,16
2025-03-25,Gemini-Pro,Content Generation,1690,1084980,1159340,0.8729,0.8566,0.04,1265,10
2025-03-25,Gemini-Pro,Code Review Assistant,766,288782,212182,0.8637,0.8406,0.0345,1416,5
2025-03-25,Gemini-Pro,Data Analysis Tool,760,243200,310080,0.8731,0.8515,0.0348,1137,3
2025-03-25,Custom Fine-tuned,Customer Support Bot,2946,689364,477252,0.9161,0.9036,0.0181,1316,10
2025-03-25,Custom Fine-tuned,Content Generation,1305,722970,1247580,0.9152,0.8985,0.0296,1278,4
2025-03-25,Custom Fine-tuned,Code Review Assistant,940,450260,250040,0.9189,0.8918,0.0291,1474,4
2025-03-25,Custom Fine-tuned,Data Analysis Tool,939,255408,292029,0.8912,0.8668,0.0287,917,4
2025-03-26,GPT-4,Customer Support Bot,3564,944460,741312,0.9328,0.9045,0.0246,1698,13
2025-03-26,GPT-4,Content Generation,1962,1255680,1940418,0.9082,0.8704,0.0382,2028,11
2025-03-26,GPT-4,Code Review Assistant,1001,368368,298298,0.9272,0.9003,0.0242,1913,7
2025-03-26,GPT-4,Data Analysis Tool,925,235875,345025,0.9325,0.9328,0.0332,1794,4
2025-03-26,Claude-3.5,Customer Support Bot,2968,952728,439264,0.9019,0.8725,0.04,1311,15
2025-03-26,Claude-3.5,Content Generation,1712,1468896,912496,0.9106,0.8979,0.0339,1615,9
2025-03-26,Claude-3.5,Code Review Assistant,1166,335808,457072,0.903,0.8815,0.0381,1658,6
2025-03-26,Claude-3.5,Data Analysis Tool,779,207993,433124,0.9144,0.8826,0.0335,1506,2
2025-03-26,Gemini-Pro,Customer Support Bot,3359,1081598,550876,0.8762,0.8649,0.0416,1496,15
2025-03-26,Gemini-Pro,Content Generation,1762,1169968,1150586,0.8936,0.868,0.046,1420,9
2025-03-26,Gemini-Pro,Code Review Assistant,986,395386,196214,0.8888,0.8709,0.0324,1625,4
2025-03-26,Gemini-Pro,Data Analysis Tool,759,217833,437943,0.8551,0.8459,0.0473,1450,2
2025-03-26,Custom Fine-tuned,Customer Support Bot,3473,743222,531369,0.9214,0.9116,0.0263,1059,18
2025-03-26,Custom Fine-tuned,Content Generation,1698,1180110,1502730,0.9136,0.8891,0.0335,1199,5
2025-03-26,Custom Fine-tuned,Code Review Assistant,1232,417648,399168,0.9142,0.871,0.0244,1052,8
2025-03-26,Custom Fine-tuned,Data Analysis Tool,780,202020,241800,0.9126,0.8985,0.0303,1271,3
2025-03-27,GPT-4,Customer Support Bot,3117,875877,735612,0.9045,0.898,0.0379,1886,22
2025-03-27,GPT-4,Content Generation,1554,910644,1367520,0.938,0.9057,0.0328,1763,5
2025-03-27,GPT-4,Code Review Assistant,1084,538748,357720,0.9359,0.9193,0.0327,1779,4
2025-03-27,GPT-4,Data Analysis Tool,938,284214,371448,0.9183,0.9081,0.03,1480,5
2025-03-27,Claude-3.5,Customer Support Bot,2941,547026,376448,0.8864,0.8647,0.0317,1792,12
2025-03-27,Claude-3.5,Content Generation,1778,1086358,1399286,0.888,0.8783,0.0425,1771,4
2025-03-27,Claude-3.5,Code Review Assistant,1108,378936,426580,0.8927,0.8624,0.046,1678,5
2025-03-27,Claude-3.5,Data Analysis Tool,949,260026,356824,0.9008,0.8888,0.0393,1520,2
2025-03-27,Gemini-Pro,Customer Support Bot,3126,772122,869028,0.8661,0.8502,0.0432,1623,26
2025-03-27,Gemini-Pro,Content Generation,1699,1106049,1411869,0.879,0.8577,0.0426,1020,10
2025-03-27,Gemini-Pro,Code Review Assistant,1055,550710,318610,0.876,0.8574,0.0504,1275,4
2025-03-27,Gemini-Pro,Data Analysis Tool,878,271302,292374,0.8747,0.8505,0.0375,1388,4
2025-03-27,Custom Fine-tuned,Customer Support Bot,2446,706894,513660,0.9238,0.8904,0.0267,1365,13
2025-03-27,Custom Fine-tuned,Content Generation,1609,950919,1871267,0.9189,0.896,0.0275,1008,4
2025-03-27,Custom Fine-tuned,Code Review Assistant,1034,375342,371206,0.9259,0.9139,0.028,1028,4
2025-03-27,Custom Fine-tuned,Data Analysis Tool,735,206535,299145,0.8974,0.8569,0.0244,1115,0
2025-03-28,GPT-4,Customer Support Bot,3881,912035,776200,0.9083,0.878,0.0383,2084,20
2025-03-28,GPT-4,Content Generation,1831,877049,1343954,0.9213,0.9021,0.0273,1767,8
2025-03-28,GPT-4,Code Review Assistant,1206,405216,360594,0.9072,0.8733,0.0347,1484,8
2025-03-28,GPT-4,Data Analysis Tool,872,158704,363624,0.9194,0.8927,0.0246,1722,6
2025-03-28,Claude-3.5,Customer Support Bot,3017,573230,561162,0.8979,0.8585,0.0375,1419,17
2025-03-28,Claude-3.5,Content Generation,1849,1100155,1423730,0.8964,0.8759,0.041,1405,9
2025-03-28,Claude-3.5,Code Review Assistant,1082,342994,402504,0.8994,0.8882,0.0375,1419,7
2025-03-28,Claude-3.5,Data Analysis Tool,1001,221221,489489,0.9048,0.9069,0.0309,1563,6
2025-03-28,Gemini-Pro,Customer Support Bot,3308,516048,532588,0.8963,0.8556,0.0372,1223,15
2025-03-28,Gemini-Pro,Content Generation,1323,668115,1374597,0.8986,0.8626,0.0395,1214,10
2025-03-28,Gemini-Pro,Code Review Assistant,1153,404703,398938,0.8784,0.8692,0.0421,1617,7
2025-03-28,Gemini-Pro,Data Analysis Tool,921,289194,470631,0.8947,0.8903,0.0345,1394,3
2025-03-28,Custom Fine-tuned,Customer Support Bot,3078,1058832,387828,0.9097,0.9027,0.028,1218,14
2025-03-28,Custom Fine-tuned,Content Generation,1565,831015,702685,0.9219,0.8912,0.0294,1207,8
2025-03-28,Custom Fine-tuned,Code Review Assistant,1042,473068,342818,0.9231,0.9003,0.0261,1229,3
2025-03-28,Custom Fine-tuned,Data Analysis Tool,701,189971,263576,0.8993,0.8916,0.0356,1399,5
2025-03-29,GPT-4,Customer Support Bot,2996,602196,515312,0.9108,0.8848,0.036,1740,19
2025-03-29,GPT-4,Content Generation,1882,877012,1883882,0.9315,0.9137,0.0245,1951,10
2025-03-29,GPT-4,Code Review Assistant,935,332860,460955,0.92,0.8892,0.0335,1681,3
2025-03-29,GPT-4,Data Analysis Tool,661,185741,299433,0.9211,0.8938,0.0287,1859,3
2025-03-29,Claude-3.5,Customer Support Bot,2547,608733,629109,0.9089,0.8885,0.028,1552,5
2025-03-29,Claude-3.5,Content Generation,1729,888706,1151514,0.9076,0.894,0.0271,1405,10
2025-03-29,Claude-3.5,Code Review Assistant,946,420024,358534,0.9027,0.8781,0.0333,1555,4
2025-03-29,Claude-3.5,Data Analysis Tool,690,200790,248400,0.8996,0.8775,0.031,1332,3
2025-03-29,Gemini-Pro,Customer Support Bot,2887,672671,623592,0.8855,0.8619,0.0425,1276,15
2025-03-29,Gemini-Pro,Content Generation,1377,567324,1136025,0.9021,0.879,0.0382,1290,7
2025-03-29,Gemini-Pro,Code Review Assistant,1027,332748,411827,0.8859,0.8572,0.0396,1450,6
2025-03-29,Gemini-Pro,Data Analysis Tool,609,204624,270396,0.8807,0.8616,0.0408,1377,4
2025-03-29,Custom Fine-tuned,Customer Support Bot,2245,527575,464715,0.9223,0.8996,0.0276,1072,19
2025-03-29,Custom Fine-tuned,Content Generation,1466,859076,1297410,0.9184,0.9015,0.0307,1358,9
2025-03-29,Custom Fine-tuned,Code Review Assistant,817,342323,339055,0.9078,0.8961,0.0302,1417,2
2025-03-29,Custom Fine-tuned,Data Analysis Tool,641,200633,257682,0.9235,0.9167,0.0266,1205,1
2025-03-30,GPT-4,Customer Support Bot,3058,519860,733920,0.9184,0.8995,0.0458,2146,14
2025-03-30,GPT-4,Content Generation,1682,1266546,903234,0.9021,0.8714,0.0268,1887,9
2025-03-30,GPT-4,Code Review Assistant,897,234117,367770,0.9117,0.8929,0.0197,1821,5
2025-03-30,GPT-4,Data Analysis Tool,729,212868,303264,0.9065,0.8848,0.0263,1878,3
2025-03-30,Claude-3.5,Customer Support Bot,2544,618192,284928,0.9018,0.8785,0.0421,1278,10
2025-03-30,Claude-3.5,Content Generation,1635,913965,1126515,0.8803,0.8605,0.0359,1806,8
2025-03-30,Claude-3.5,Code Review Assistant,1000,399000,293000,0.9082,0.8752,0.036,1502,3
2025-03-30,Claude-3.5,Data Analysis Tool,775,213125,418500,0.895,0.8703,0.0312,1386,1
2025-03-30,Gemini-Pro,Customer Support Bot,2187,443961,253692,0.8791,0.8709,0.0397,1350,7
2025-03-30,Gemini-Pro,Content Generation,1440,792000,1224000,0.8711,0.8553,0.0415,1595,8
2025-03-30,Gemini-Pro,Code Review Assistant,941,362285,329350,0.8767,0.8669,0.0396,1431,3
2025-03-30,Gemini-Pro,Data Analysis Tool,592,134384,201280,0.8816,0.8813,0.0359,1477,2
2025-03-30,Custom Fine-tuned,Customer Support Bot,2694,754320,431040,0.9142,0.9121,0.0204,1214,8
2025-03-30,Custom Fine-tuned,Content Generation,1250,735000,920000,0.8982,0.8763,0.023,1240,6
2025-03-30,Custom Fine-tuned,Code Review Assistant,808,379760,215736,0.9149,0.9002,0.0306,1272,3
2025-03-30,Custom Fine-tuned,Data Analysis Tool,717,168495,259554,0.906,0.8891,0.0311,1256,2
2025-03-31,GPT-4,Customer Support Bot,3284,732332,784876,0.9063,0.8909,0.0379,1924,21
2025-03-31,GPT-4,Content Generation,1773,835083,1269468,0.9249,0.9064,0.036,1633,7
2025-03-31,GPT-4,Code Review Assistant,1032,448920,308568,0.918,0.9002,0.0274,1681,5
2025-03-31,GPT-4,Data Analysis Tool,866,231222,413948,0.9365,0.915,0.03,1949,2
2025-03-31,Claude-3.5,Customer Support Bot,2960,574240,503200,0.9119,0.8939,0.0395,1536,7
2025-03-31,Claude-3.5,Content Generation,1761,1083015,887544,0.8911,0.8727,0.0349,1580,3
2025-03-31,Claude-3.5,Code Review Assistant,1156,520200,460088,0.9058,0.8758,0.0309,1213,5
2025-03-31,Claude-3.5,Data Analysis Tool,974,322394,475312,0.9038,0.8932,0.0321,1480,7
2025-03-31,Gemini-Pro,Customer Support Bot,3658,866946,925474,0.8659,0.8437,0.0436,1289,10
2025-03-31,Gemini-Pro,Content Generation,1783,932509,998480,0.8791,0.8597,0.04,1482,11
2025-03-31,Gemini-Pro,Code Review Assistant,1280,528640,416000,0.8639,0.8393,0.0394,1349,8
2025-03-31,Gemini-Pro,Data Analysis Tool,714,219198,364140,0.8953,0.8714,0.0445,1514,3
2025-03-31,Custom Fine-tuned,Customer Support Bot,3346,669200,622356,0.9023,0.9062,0.0269,1384,13
2025-03-31,Custom Fine-tuned,Content Generation,1466,999812,1298876,0.9143,0.9026,0.0233,1008,8
2025-03-31,Custom Fine-tuned,Code Review Assistant,1242,539028,383778,0.9039,0.882,0.0245,1164,8
2025-03-31,Custom Fine-tuned,Data Analysis Tool,709,272965,321886,0.9177,0.9166,0.0216,1254,3
2025-04-01,GPT-4,Customer Support Bot,4240,1263520,780160,0.909,0.8871,0.0316,1813,23
2025-04-01,GPT-4,Content Generation,1906,1391380,1696340,0.9095,0.9007,0.0366,2046,18
2025-04-01,GPT-4,Code Review Assistant,1239,340725,480732,0.9145,0.8992,0.0393,1683,3
2025-04-01,GPT-4,Data Analysis Tool,728,242424,192192,0.9203,0.8967,0.0192,1751,5
2025-04-01,Claude-3.5,Customer Support Bot,3063,759624,612600,0.9047,0.891,0.0281,1588,3
